                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     62,                 1.6023,                 1.3166,                 1.3331,                0.63094,                 0.6794,                0.63429,                 0.3042,                 1.9698,                 1.3673,                 1.5049,             0.00057263,             0.00057263,             0.00057263
                     63,                  1.608,                 1.3305,                 1.3288,                0.72976,                0.60313,                0.65474,                0.33602,                 1.9202,                  1.308,                 1.4699,             0.00057027,             0.00057027,             0.00057027
                     64,                   1.58,                 1.2852,                 1.3105,                0.66884,                0.63689,                0.64463,                0.33217,                 1.9221,                 1.3252,                 1.4764,             0.00056792,             0.00056792,             0.00056792
                     65,                 1.5988,                 1.2823,                 1.3151,                0.64556,                0.67119,                0.63069,                  0.305,                 1.9679,                 1.3838,                 1.5113,             0.00056556,             0.00056556,             0.00056556
                     66,                   1.59,                 1.2815,                 1.3285,                0.66946,                  0.646,                0.66323,                0.33593,                 1.9445,                 1.3132,                 1.4872,              0.0005632,              0.0005632,              0.0005632
                     67,                 1.5999,                 1.2793,                 1.3239,                0.71738,                 0.6679,                0.68016,                0.34272,                 1.9437,                 1.3068,                 1.4641,             0.00056085,             0.00056085,             0.00056085
                     68,                 1.5919,                 1.2839,                 1.3284,                0.73537,                0.70377,                0.70791,                0.35511,                 1.9457,                 1.3188,                 1.4818,             0.00055849,             0.00055849,             0.00055849
                     69,                   1.59,                 1.2872,                 1.3272,                0.75114,                0.62937,                0.68833,                0.34607,                 1.9303,                 1.3182,                 1.4534,             0.00055613,             0.00055613,             0.00055613
                     70,                 1.6062,                 1.2825,                 1.3193,                0.84929,                0.60158,                0.69165,                0.33961,                 1.9632,                 1.2913,                 1.4753,             0.00055378,             0.00055378,             0.00055378
                     71,                 1.5806,                 1.2518,                 1.3149,                 0.6985,                0.63589,                0.67551,                0.33806,                 1.9302,                 1.2859,                 1.4649,             0.00055142,             0.00055142,             0.00055142
                     72,                 1.5939,                 1.2804,                 1.3275,                0.70267,                0.67692,                0.66945,                0.32921,                 1.9416,                 1.3047,                 1.4769,             0.00054907,             0.00054907,             0.00054907
                     73,                 1.5743,                 1.2493,                 1.3022,                0.62322,                0.66303,                0.64901,                0.32594,                 1.9186,                 1.3096,                 1.4435,             0.00054671,             0.00054671,             0.00054671
                     74,                 1.5824,                 1.2509,                 1.3114,                0.81449,                0.64935,                0.71111,                0.35441,                 1.8932,                 1.2836,                 1.4527,             0.00054435,             0.00054435,             0.00054435
                     75,                  1.572,                 1.2273,                 1.3049,                0.66389,                0.60959,                0.65997,                0.34655,                 1.9174,                 1.2932,                 1.4364,               0.000542,               0.000542,               0.000542
                     76,                  1.584,                 1.2563,                 1.3153,                0.57026,                0.63848,                0.64407,                0.32823,                 1.9048,                 1.3117,                 1.4353,             0.00053964,             0.00053964,             0.00053964
                     77,                 1.5614,                 1.2532,                 1.3119,                 0.7795,                 0.5953,                0.66775,                0.33247,                 1.9394,                 1.3117,                 1.4925,             0.00053728,             0.00053728,             0.00053728
                     78,                 1.5454,                 1.2375,                 1.2874,                0.64839,                0.65982,                0.68146,                0.33224,                 1.9246,                 1.2857,                 1.4603,             0.00053493,             0.00053493,             0.00053493
                     79,                  1.554,                 1.2117,                 1.2869,                 0.6163,                0.68063,                0.64391,                 0.3407,                 1.9223,                 1.3112,                 1.4422,             0.00053257,             0.00053257,             0.00053257
                     80,                 1.5803,                 1.2385,                 1.2982,                0.66969,                0.68617,                0.69483,                0.33802,                 1.9302,                 1.2682,                 1.4638,             0.00053022,             0.00053022,             0.00053022
                     81,                 1.5799,                 1.2514,                 1.3138,                0.76955,                0.61166,                0.66116,                0.34525,                  1.909,                 1.3138,                 1.4632,             0.00052786,             0.00052786,             0.00052786
                     82,                 1.5685,                 1.2271,                 1.3101,                0.64595,                0.66612,                0.66517,                0.32468,                 1.9272,                 1.2938,                 1.4695,              0.0005255,              0.0005255,              0.0005255
                     83,                 1.5561,                  1.227,                 1.2996,                0.68896,                0.70842,                0.69021,                0.33478,                  1.967,                 1.2991,                 1.4924,             0.00052315,             0.00052315,             0.00052315
                     84,                 1.5541,                 1.1938,                 1.2945,                0.66412,                0.70928,                0.67288,                0.33365,                 2.0009,                 1.3199,                 1.4736,             0.00052079,             0.00052079,             0.00052079
                     85,                 1.5336,                 1.2036,                 1.2893,                0.70899,                0.63337,                0.64843,                0.34276,                 1.9323,                 1.3074,                  1.487,             0.00051844,             0.00051844,             0.00051844
                     86,                 1.5303,                  1.181,                 1.2875,                0.71044,                0.67633,                0.67855,                0.34341,                 1.9441,                 1.2782,                 1.4716,             0.00051608,             0.00051608,             0.00051608
                     87,                 1.5118,                 1.1643,                 1.2713,                0.77455,                0.66979,                0.70407,                0.33856,                 1.9683,                  1.285,                 1.5049,             0.00051372,             0.00051372,             0.00051372
                     88,                 1.5418,                 1.1826,                 1.2853,                0.66126,                0.64922,                0.64873,                0.32566,                 1.9394,                   1.27,                 1.4641,             0.00051137,             0.00051137,             0.00051137
                     89,                 1.5513,                 1.1863,                 1.2883,                0.62046,                0.72952,                0.68804,                0.34423,                 1.9507,                 1.2899,                 1.4811,             0.00050901,             0.00050901,             0.00050901
                     90,                 1.5407,                 1.1654,                 1.2809,                 0.7682,                0.61236,                0.67487,                0.34351,                 1.9597,                 1.2956,                  1.515,             0.00050665,             0.00050665,             0.00050665
                     91,                 1.5328,                 1.1902,                 1.2886,                0.62668,                0.71561,                0.67594,                0.33087,                 1.9478,                  1.323,                 1.4867,              0.0005043,              0.0005043,              0.0005043
                     92,                 1.5251,                 1.1791,                 1.2834,                0.76174,                0.66275,                0.70569,                0.35559,                 1.9251,                  1.277,                  1.489,             0.00050194,             0.00050194,             0.00050194
                     93,                 1.5186,                 1.1357,                  1.276,                0.78535,                0.65391,                0.69089,                 0.3424,                 1.9733,                 1.2706,                 1.4931,             0.00049959,             0.00049959,             0.00049959
                     94,                 1.5301,                 1.1754,                 1.2852,                 0.7158,                0.65502,                0.67951,                0.35169,                 1.9454,                 1.3006,                 1.4682,             0.00049723,             0.00049723,             0.00049723
                     95,                 1.4944,                 1.1206,                 1.2617,                0.71994,                0.65261,                0.68943,                 0.3395,                 1.9607,                 1.2505,                 1.4828,             0.00049487,             0.00049487,             0.00049487
                     96,                 1.5161,                 1.1443,                 1.2695,                0.67856,                0.66866,                0.67737,                0.35036,                 1.9616,                 1.2545,                 1.4961,             0.00049252,             0.00049252,             0.00049252
                     97,                  1.512,                 1.1427,                 1.2662,                0.73599,                0.69669,                0.72176,                 0.3505,                 1.9575,                 1.2876,                 1.4928,             0.00049016,             0.00049016,             0.00049016
                     98,                 1.4977,                 1.1327,                 1.2656,                0.71865,                0.70614,                0.70876,                0.36618,                 1.9207,                 1.2619,                 1.4589,              0.0004878,              0.0004878,              0.0004878
                     99,                 1.5016,                 1.1266,                 1.2528,                0.66226,                 0.6669,                0.67174,                0.33253,                 1.9671,                 1.2938,                 1.4744,             0.00048545,             0.00048545,             0.00048545
                    100,                 1.5024,                 1.1376,                  1.267,                0.75919,                0.68018,                0.67565,                0.34354,                 1.9837,                  1.289,                 1.5029,             0.00048309,             0.00048309,             0.00048309
                    101,                   1.52,                 1.1197,                  1.272,                0.73855,                0.63727,                0.68049,                 0.3237,                 2.0181,                 1.2696,                 1.5235,             0.00048074,             0.00048074,             0.00048074
                    102,                 1.5187,                 1.1481,                 1.2632,                0.69565,                0.68519,                0.69227,                0.34116,                  1.975,                 1.2755,                 1.4979,             0.00047838,             0.00047838,             0.00047838
                    103,                 1.5039,                 1.1417,                  1.277,                0.63138,                0.64243,                0.64951,                 0.3189,                  1.995,                 1.3202,                 1.5005,             0.00047602,             0.00047602,             0.00047602
                    104,                 1.4798,                 1.1319,                 1.2489,                0.65682,                0.66787,                0.65641,                0.34774,                 1.9353,                 1.2581,                 1.4824,             0.00047367,             0.00047367,             0.00047367
                    105,                 1.5187,                  1.127,                 1.2533,                0.72959,                0.68866,                0.67988,                0.34615,                 1.9729,                  1.255,                 1.5014,             0.00047131,             0.00047131,             0.00047131
                    106,                 1.4731,                 1.1109,                 1.2626,                0.65716,                0.68082,                0.66409,                0.34782,                 1.9636,                 1.2613,                 1.4646,             0.00046896,             0.00046896,             0.00046896
                    107,                  1.501,                 1.0994,                 1.2504,                0.65644,                0.66968,                0.66218,                0.33243,                 1.9737,                 1.2694,                 1.4956,              0.0004666,              0.0004666,              0.0004666
                    108,                 1.4741,                 1.0893,                 1.2565,                0.68279,                0.66657,                0.67409,                0.34079,                 1.9488,                 1.2177,                 1.4723,             0.00046424,             0.00046424,             0.00046424
                    109,                 1.4968,                 1.1075,                   1.26,                0.65737,                0.66157,                0.65473,                 0.3264,                 1.9529,                  1.245,                 1.5022,             0.00046189,             0.00046189,             0.00046189
                    110,                 1.4772,                 1.1066,                 1.2523,                0.76339,                 0.6231,                0.67611,                0.33975,                 1.9309,                 1.2414,                  1.463,             0.00045953,             0.00045953,             0.00045953
                    111,                 1.4749,                 1.0886,                  1.245,                0.76375,                0.58572,                0.64673,                0.32462,                 1.9722,                 1.2566,                 1.4955,             0.00045717,             0.00045717,             0.00045717
                    112,                 1.4929,                 1.1062,                 1.2477,                 0.6614,                0.59289,                0.62495,                0.32967,                 1.9767,                  1.263,                 1.4975,             0.00045482,             0.00045482,             0.00045482
                    113,                 1.4495,                 1.0912,                 1.2434,                0.76575,                0.61624,                0.65234,                0.33871,                 1.9922,                 1.2544,                 1.5213,             0.00045246,             0.00045246,             0.00045246
                    114,                 1.4663,                 1.0693,                 1.2468,                0.65113,                0.61651,                0.62121,                0.31671,                  1.996,                 1.2542,                 1.4966,             0.00045011,             0.00045011,             0.00045011
                    115,                 1.4733,                 1.0807,                 1.2368,                0.68954,                0.69665,                0.66785,                 0.3304,                 1.9788,                 1.2449,                 1.5042,             0.00044775,             0.00044775,             0.00044775
                    116,                 1.4656,                   1.09,                 1.2435,                0.70536,                0.68906,                0.67431,                0.33667,                  1.981,                 1.2279,                 1.5165,             0.00044539,             0.00044539,             0.00044539
                    117,                 1.4558,                 1.0517,                 1.2296,                0.72949,                0.62244,                0.65423,                0.32397,                 1.9638,                  1.265,                 1.4958,             0.00044304,             0.00044304,             0.00044304
                    118,                 1.4519,                 1.0574,                 1.2268,                0.64853,                0.67956,                0.65385,                0.32869,                 1.9637,                 1.2234,                 1.4875,             0.00044068,             0.00044068,             0.00044068
                    119,                 1.4666,                 1.0502,                 1.2378,                0.70277,                0.66218,                0.67262,                0.33852,                 1.9801,                 1.2718,                 1.5084,             0.00043832,             0.00043832,             0.00043832
                    120,                 1.4482,                  1.077,                 1.2383,                0.71525,                0.70968,                0.68187,                0.33431,                 1.9887,                 1.2278,                  1.499,             0.00043597,             0.00043597,             0.00043597
                    121,                 1.4733,                 1.0735,                 1.2403,                0.72255,                0.72054,                0.70895,                0.34707,                 1.9866,                 1.2307,                 1.4839,             0.00043361,             0.00043361,             0.00043361
                    122,                 1.4542,                 1.0513,                 1.2283,                0.78642,                0.67128,                0.71527,                0.35459,                 1.9328,                 1.2327,                 1.4705,             0.00043126,             0.00043126,             0.00043126
                    123,                 1.4524,                 1.0459,                 1.2352,                0.71072,                0.65564,                0.67983,                0.32389,                 1.9809,                 1.2767,                 1.5168,              0.0004289,              0.0004289,              0.0004289
                    124,                 1.4497,                  1.043,                 1.2304,                0.70609,                0.64519,                0.67536,                0.32939,                 1.9694,                 1.2216,                 1.4892,             0.00042654,             0.00042654,             0.00042654
                    125,                 1.4381,                 1.0306,                 1.2365,                0.71677,                0.68304,                0.69316,                0.34109,                 1.9596,                 1.2407,                 1.4868,             0.00042419,             0.00042419,             0.00042419
                    126,                 1.4497,                 1.0228,                 1.2224,                0.71856,                0.65565,                0.66087,                0.34117,                 1.9628,                 1.2307,                 1.4911,             0.00042183,             0.00042183,             0.00042183
                    127,                 1.4375,                 1.0478,                 1.2197,                0.61979,                0.68129,                0.64405,                0.32739,                 1.9824,                 1.2521,                 1.5034,             0.00041947,             0.00041947,             0.00041947
                    128,                 1.4121,                 1.0162,                 1.2126,                 0.7432,                0.66733,                0.68629,                0.34964,                 1.9822,                 1.2023,                 1.5176,             0.00041712,             0.00041712,             0.00041712
                    129,                 1.4465,                 1.0269,                 1.2282,                 0.7128,                0.61252,                0.65611,                0.33061,                 1.9943,                 1.2259,                 1.5125,             0.00041476,             0.00041476,             0.00041476
                    130,                 1.4176,                 1.0088,                 1.2155,                0.65975,                0.66721,                0.63705,                0.32044,                 1.9941,                 1.2615,                 1.5017,             0.00041241,             0.00041241,             0.00041241
                    131,                  1.447,                 1.0319,                 1.2171,                0.71343,                 0.6332,                0.66841,                0.34114,                 1.9858,                 1.2225,                 1.4914,             0.00041005,             0.00041005,             0.00041005
                    132,                 1.4218,                 1.0357,                 1.2129,                0.72045,                0.69917,                0.67857,                0.36359,                 1.9555,                 1.2161,                 1.4831,             0.00040769,             0.00040769,             0.00040769
                    133,                 1.4259,                   1.02,                  1.222,                0.75637,                0.64707,                0.68929,                0.35079,                 1.9809,                 1.2241,                 1.4987,             0.00040534,             0.00040534,             0.00040534
                    134,                 1.4174,                  1.031,                 1.2163,                0.74679,                0.67545,                0.68579,                0.34926,                 1.9782,                 1.2522,                 1.5017,             0.00040298,             0.00040298,             0.00040298
                    135,                 1.4111,                 1.0164,                 1.2102,                0.67583,                0.67628,                0.66453,                0.33124,                 1.9816,                 1.2664,                 1.5066,             0.00040063,             0.00040063,             0.00040063
                    136,                 1.4143,                 1.0269,                 1.2175,                0.71935,                0.67849,                0.67049,                0.33538,                 1.9868,                 1.2313,                 1.5211,             0.00039827,             0.00039827,             0.00039827
                    137,                 1.4113,                0.99619,                 1.2114,                0.69872,                0.62946,                0.67791,                0.33912,                 1.9828,                 1.2097,                 1.5256,             0.00039591,             0.00039591,             0.00039591
                    138,                 1.4136,                0.98723,                 1.2042,                0.72348,                0.66489,                0.69176,                0.34241,                 1.9789,                 1.2209,                  1.475,             0.00039356,             0.00039356,             0.00039356
                    139,                  1.409,                 1.0197,                 1.2187,                0.72497,                0.67473,                0.70182,                0.35149,                 1.9968,                 1.2423,                 1.5125,              0.0003912,              0.0003912,              0.0003912
                    140,                 1.3984,                 1.0171,                 1.2188,                0.63625,                0.60921,                0.64626,                0.33929,                  2.007,                 1.2419,                 1.5277,             0.00038884,             0.00038884,             0.00038884
                    141,                 1.4028,                0.97229,                  1.193,                0.67081,                0.65765,                0.64811,                0.33103,                 2.0077,                 1.2703,                 1.5279,             0.00038649,             0.00038649,             0.00038649
                    142,                 1.3818,                0.96695,                 1.2013,                0.73994,                0.65855,                0.67175,                0.32944,                 1.9947,                 1.2466,                 1.5199,             0.00038413,             0.00038413,             0.00038413
                    143,                 1.4132,                0.98874,                 1.2075,                0.64821,                0.69586,                0.67021,                0.33979,                 1.9871,                 1.2503,                 1.5192,             0.00038178,             0.00038178,             0.00038178
                    144,                  1.372,                 0.9778,                 1.1972,                0.75707,                0.63942,                0.67344,                0.33141,                 1.9778,                 1.2463,                 1.4966,             0.00037942,             0.00037942,             0.00037942
                    145,                  1.384,                0.97611,                 1.1974,                0.67129,                0.61742,                0.63399,                0.32723,                 1.9937,                 1.2797,                 1.5267,             0.00037706,             0.00037706,             0.00037706
                    146,                 1.4015,                0.98458,                 1.2021,                0.70164,                0.65321,                0.65246,                0.32913,                 1.9822,                 1.2345,                 1.5171,             0.00037471,             0.00037471,             0.00037471
                    147,                 1.3834,                0.98028,                 1.2041,                0.66253,                0.69858,                 0.6741,                0.33692,                 1.9942,                 1.2557,                 1.5139,             0.00037235,             0.00037235,             0.00037235
                    148,                 1.4035,                0.98678,                 1.2014,                0.68212,                0.65887,                0.64511,                0.34134,                  1.973,                 1.2169,                 1.4936,             0.00036999,             0.00036999,             0.00036999
